ProductID,InventoryUnits,UnitsSold,SellThroughRatePct
P04654,63,20,31.75
P04655,317,168,53.0
P04656,134,67,50.0
P04657,52,22,42.31
P04658,352,150,42.61
P04659,335,71,21.19
P04660,147,101,68.71
P04661,383,151,39.43
P04662,131,26,19.85
P04663,275,153,55.64
P04664,300,172,57.33
P04665,100,13,13.0
P04666,363,115,31.68
P04667,276,132,47.83
P04668,243,154,63.37
P04669,381,115,30.18
P04670,401,118,29.43
P04671,272,157,57.72
P04672,416,101,24.28
P04673,73,50,68.49
P04674,330,203,61.52
P04675,175,119,68.0
P04676,310,102,32.9
P04677,331,69,20.85
P04678,417,200,47.96
P04679,301,67,22.26
P04680,56,15,26.79
P04681,490,177,36.12
P04682,279,112,40.14
P04683,105,33,31.43
P04684,107,31,28.97
P04685,64,17,26.56
P04686,149,82,55.03
P04687,170,51,30.0
P04688,477,263,55.14
P04689,415,242,58.31
P04690,51,29,56.86
P04691,201,140,69.65
P04692,188,135,71.81
P04693,252,49,19.44
P04694,119,37,31.09
P04695,170,104,61.18
P04696,306,186,60.78
P04697,283,41,14.49
P04698,429,311,72.49
P04699,466,306,65.67
P04700,225,154,68.44
P04701,416,97,23.32
P04702,426,181,42.49
P04703,205,79,38.54
P04704,248,83,33.47
P04705,332,82,24.7
P04706,459,88,19.17
P04707,398,265,66.58
P04708,431,192,44.55
P04709,407,200,49.14
P04710,130,35,26.92
P04711,146,103,70.55
P04712,448,317,70.76
P04713,251,135,53.78
P04714,136,42,30.88
P04715,184,46,25.0
P04716,270,131,48.52
P04717,300,192,64.0
P04718,138,101,73.19
P04719,163,24,14.72
P04720,223,71,31.84
P04721,146,52,35.62
P04722,493,168,34.08
P04723,59,32,54.24
P04724,394,180,45.69
P04725,181,123,67.96
P04726,299,73,24.41
P04727,188,68,36.17
P04728,470,212,45.11
P04729,487,307,63.04
P04730,211,134,63.51
P04731,62,41,66.13
P04732,127,56,44.09
P04733,372,96,25.81
P04734,423,242,57.21
P04735,68,49,72.06
P04736,55,16,29.09
P04737,271,62,22.88
P04738,412,47,11.41
P04739,395,211,53.42
P04740,59,27,45.76
P04741,494,93,18.83
P04742,177,41,23.16
P04743,153,81,52.94
P04744,209,80,38.28
P04745,390,98,25.13
P04746,193,95,49.22
P04747,341,46,13.49
P04748,159,18,11.32
P04749,103,28,27.18
P04750,98,28,28.57
P04751,247,41,16.6
P04752,51,9,17.65
P04753,301,63,20.93
P04754,398,227,57.04
P04755,303,189,62.38
P04756,255,56,21.96
P04757,126,66,52.38
P04758,122,31,25.41
P04759,102,69,67.65
P04760,86,24,27.91
P04761,303,56,18.48
P04762,175,67,38.29
P04763,347,69,19.88
P04764,209,48,22.97
P04765,194,62,31.96
P04766,257,136,52.92
P04767,213,37,17.37
P04768,95,27,28.42
P04769,61,40,65.57
P04770,490,136,27.76
P04771,98,21,21.43
P04772,170,76,44.71
P04773,232,28,12.07
P04774,248,154,62.1
P04775,387,95,24.55
P04776,369,69,18.7
P04777,322,201,62.42
P04778,189,122,64.55
P04779,478,276,57.74
P04780,87,22,25.29
P04781,189,84,44.44
P04782,219,160,73.06
P04783,207,85,41.06
P04784,298,214,71.81
P04785,73,39,53.42
P04786,428,278,64.95
P04787,122,27,22.13
P04788,215,151,70.23
P04789,311,204,65.59
P04790,450,275,61.11
P04791,300,214,71.33
P04792,295,181,61.36
P04793,161,76,47.2
P04794,372,194,52.15
P04795,302,191,63.25
P04796,63,37,58.73
P04797,238,115,48.32
P04798,453,221,48.79
P04799,436,293,67.2
P04800,146,16,10.96
P04801,383,217,56.66
P04802,196,92,46.94
P04803,392,253,64.54
P04804,285,67,23.51
P04805,194,86,44.33
P04806,481,88,18.3
P04807,158,84,53.16
P04808,205,122,59.51
P04809,469,237,50.53
P04810,149,69,46.31
P04811,138,45,32.61
P04812,482,249,51.66
P04813,267,183,68.54
P04814,413,235,56.9
P04815,89,10,11.24
P04816,348,150,43.1
P04817,96,56,58.33
P04818,234,100,42.74
P04819,141,68,48.23
P04820,239,166,69.46
P04821,226,151,66.81
P04822,477,73,15.3
P04823,348,150,43.1
P04824,81,41,50.62
P04825,269,176,65.43
P04826,390,106,27.18
P04827,271,52,19.19
P04828,320,156,48.75
P04829,280,113,40.36
P04830,485,130,26.8
P04831,345,246,71.3
P04832,301,92,30.56
P04833,474,64,13.5
P04834,176,24,13.64
P04835,389,90,23.14
P04836,400,70,17.5
P04837,216,77,35.65
P04838,493,75,15.21
P04839,182,85,46.7
P04840,458,167,36.46
P04841,58,28,48.28
P04842,182,135,74.18
P04843,187,139,74.33
P04844,205,76,37.07
P04845,246,83,33.74
P04846,389,211,54.24
P04847,243,82,33.74
P04848,319,193,60.5
P04849,101,50,49.5
P04850,55,13,23.64
P04851,227,84,37.0
P04852,113,75,66.37
P04853,99,46,46.46
P04854,88,49,55.68
P04855,172,97,56.4
P04856,130,54,41.54
P04857,115,34,29.57
P04858,187,91,48.66
P04859,164,28,17.07
P04860,485,237,48.87
P04861,337,56,16.62
P04862,354,243,68.64
P04863,358,209,58.38
P04864,74,16,21.62
P04865,272,166,61.03
P04866,323,185,57.28
P04867,472,271,57.42
P04868,246,78,31.71
P04869,173,76,43.93
P04870,389,187,48.07
P04871,133,46,34.59
P04872,447,208,46.53
P04873,210,54,25.71
P04874,79,53,67.09
P04875,208,151,72.6
P04876,490,153,31.22
P04877,244,79,32.38
P04878,76,18,23.68
P04879,217,144,66.36
P04880,379,78,20.58
P04881,74,46,62.16
P04882,456,292,64.04
P04883,388,119,30.67
P04884,388,235,60.57
P04885,388,153,39.43
P04886,117,38,32.48
P04887,410,279,68.05
P04888,143,56,39.16
P04889,119,16,13.45
P04890,68,35,51.47
P04891,114,60,52.63
P04892,108,55,50.93
P04893,447,149,33.33
P04894,77,42,54.55
P04895,341,99,29.03
P04896,74,30,40.54
P04897,482,116,24.07
P04898,302,151,50.0
P04899,281,176,62.63
P04900,84,14,16.67
P04901,440,52,11.82
P04902,241,143,59.34
P04903,113,35,30.97
P04904,369,115,31.17
P04905,474,221,46.62
P04906,56,23,41.07
P04907,140,25,17.86
P04908,337,200,59.35
P04909,78,17,21.79
P04910,390,248,63.59
P04911,324,193,59.57
P04912,291,61,20.96
P04913,197,117,59.39
P04914,264,140,53.03
P04915,87,64,73.56
P04916,378,213,56.35
P04917,326,115,35.28
P04918,288,145,50.35
P04919,402,213,52.99
P04920,279,163,58.42
P04921,231,93,40.26
P04922,410,262,63.9
P04923,470,135,28.72
P04924,426,309,72.54
P04925,279,84,30.11
P04926,215,27,12.56
P04927,108,25,23.15
P04928,236,166,70.34
P04929,424,260,61.32
P04930,410,158,38.54
P04931,107,74,69.16
P04932,295,77,26.1
P04933,351,88,25.07
P04934,359,66,18.38
P04935,443,172,38.83
P04936,83,36,43.37
P04937,259,50,19.31
P04938,92,16,17.39
P04939,376,133,35.37
P04940,289,73,25.26
P04941,244,115,47.13
P04942,418,184,44.02
P04943,430,88,20.47
P04944,192,21,10.94
P04945,417,216,51.8
P04946,482,290,60.17
P04947,73,30,41.1
P04948,392,186,47.45
P04949,102,74,72.55
P04950,401,240,59.85
P04951,355,113,31.83
P04952,425,277,65.18
P04953,308,141,45.78
P04954,164,72,43.9
P04955,362,199,54.97
P04956,198,75,37.88
P04957,64,43,67.19
P04958,103,21,20.39
P04959,441,165,37.41
P04960,221,31,14.03
P04961,114,64,56.14
P04962,66,18,27.27
P04963,68,26,38.24
P04964,388,262,67.53
P04965,108,24,22.22
P04966,411,42,10.22
P04967,301,143,47.51
P04968,146,56,38.36
P04969,455,62,13.63
P04970,270,79,29.26
P04971,227,58,25.55
P04972,352,95,26.99
P04973,346,212,61.27
P04974,384,114,29.69
P04975,326,136,41.72
P04976,486,132,27.16
P04977,237,170,71.73
P04978,140,84,60.0
P04979,107,40,37.38
P04980,161,92,57.14
P04981,397,121,30.48
P04982,434,67,15.44
P04983,181,69,38.12
P04984,93,43,46.24
P04985,374,122,32.62
P04986,403,145,35.98
P04987,74,42,56.76
P04988,110,75,68.18
P04989,200,136,68.0
P04990,259,123,47.49
P04991,99,50,50.51
P04992,316,141,44.62
P04993,273,93,34.07
P04994,395,229,57.97
P04995,478,82,17.15
P04996,101,69,68.32
P04997,253,72,28.46
P04998,420,102,24.29
P04999,54,15,27.78
P05000,432,271,62.73
